,text,type
1686,become manifest i.e.,kanga_yashts
1687,are publicly noticed a the creator ahura mazda replied him i.e.,kanga_yashts
1688,that holy zarathustra oh zarathustra their?,kanga_yashts
1689,manifestation is as the beneficent spirit of the world and as the most excellent power.,kanga_yashts
1690,a then on account of the advent of the dawn this?,kanga_yashts
1691,cock called pa rod ar sh this!,kanga_yashts
1692,cock called pareto dash hears the voice of the fire.,kanga_yashts
1693,a xxiii yacht a then the long handed cruel bushyasta!,kanga_yashts
1694,the demon of procrastination rushes forth from the direction of the north from the directions of the north speaking thus howling thus!,kanga_yashts
1695,: oh men!,kanga_yashts
1696,sleep on.,kanga_yashts
1697,oh sinners sleep on.,kanga_yashts
1698,oh sinful livers sleep on i oh god!,kanga_yashts
1699,thou art the creator of both the words undoubtedly thou art worthy of worship.,kanga_yashts
1700,a i am the worldly servant and the material sinner full of many sins and faults a oh divine judge!,kanga_yashts
1701,with earnest request i appeal before thy court and bowing my head and with penitence i repent of my sins a oh merciful lord!,kanga_yashts
1702,do thou forgive my sin and pardon me for every fault of mine.,kanga_yashts
1703,a lord of mercy!,kanga_yashts
1704,have thy mercy on my condition oh lord of riches!,kanga_yashts
1705,do thou bestow upon me thy poor servant the wealth.,kanga_yashts
1706,a oh merciful lord!,kanga_yashts
1707,have thy kind grace on me do no be angry on me and do not drive me out from thy court.,kanga_yashts
1708,a do thou listen to my complaints all be a a as and without any a do thou set at ease my trouble every time and do thou keep delay because there is no saviour of mine except thee.,kanga_yashts
1709,me always in happiness and in peace i do not attach my heart on anyone except thee for this reason oh lord!,kanga_yashts
1710,by means of thy grace do thou ever preserve my oh lord!,kanga_yashts
1711,do thou be my helper and of a of up ea end honour and prestige in both the worlds a do thou keep far away from me trouble violence sadness distress and calamity reached through the revolution of the a keep me cheerful during the time of old age also fulfil thou age.,kanga_yashts
1712,my wish together with good health of the body.,kanga_yashts
1713,a with thy grace and boon keep my family lineage and property a oh lord!,kanga_yashts
1714,keep far away from me distress in indigence bestow thou upon me full happiness of wealth and treasures prosperous.,kanga_yashts
1715,a do thou make me free from want from others and do thou a together with the wife children and the entire family do thou cause me reach goodness and happiness in all respects oh lord of boons keep me in thy gratitude.,kanga_yashts
1716,a oh merciful lord!,kanga_yashts
1717,do thou never cast thy sight towards a do thou not make me wander near the door of the men of mean nature also do thou deliver me from coming into the my sins but do thou allot me a place in the highest heaven.,kanga_yashts
1718,obligation of such men.,kanga_yashts
1719,always bring to consummation all my wishes whatever oh god!,kanga_yashts
1720,thou hast done unto now and whatever thou wilt do hereafter for the i express unto thee innumerable thanks by keeping trust by observing patience and by becoming joyous over them.,kanga_yashts
1721,sake of my welfare a oh lord of the world!,kanga_yashts
1722,do thou accept my prayer and request and do thou be my helper in both the worlds oh omniscient immortal and merciful judge!,kanga_yashts
1723,oh glorious and goodness recognizable hormazd!,kanga_yashts
1724,do thou make the life of mine and the lives of my friends relatives family members and of my children cheerful and happy.,kanga_yashts
1725,oh lord!,kanga_yashts
1726,a do thou command batman am sh as pand that he may keep me in the world honourable a that he will grant me gold embroidered clothes and precious reward a that he may make me friendly and peaceful with men and may keep my tongue always for speaking truth a that he may make my thought better and he may deliver my soul from hell a that he may cause my soul attain to the seat in the ninth heaven with precious carpets and golden dress.,kanga_yashts
1727,a a oh lord of the world!,kanga_yashts
1728,do thou make ardihesht am sh as pand my guardian so that he will grant me the bright paradise and he will bestow upon me happiness in this world and will show favour upon me in the yonder world.,kanga_yashts
1729,a oh lord of justice!,kanga_yashts
1730,do thou command she he rev ar am sh as pand that he will grant me in this world gold and silver i.e.,kanga_yashts
1731,he will make me rich in the matter of money.,kanga_yashts
1732,a that he may take care of my respect before the renowned and glorious personages a that everywhere he will bestow upon me freedom from anxiety and peace of mind and cause increase in my happiness as well.,kanga_yashts
1733,a is: be a a in oh creator!,kanga_yashts
1734,do thou appoint spandau am sh as pand my protector so that he may grant wideness to my request i.e.,kanga_yashts
1735,may accept my request.,kanga_yashts
1736,he may make my abode in the dwellings of the righteous men and he may show mercy and love to me.,kanga_yashts
1737,oh holy creator!,kanga_yashts
1738,do thou command chordal and awarded amshaspands that they may be the care takers of the weak like me.,kanga_yashts
1739,that they may facilitate my work in every difficulty and they may bestow upon me the increase of cattle.,kanga_yashts
1740,that they may keep my life cheerful and happy and they may grant me good things of life and necessities of life such as food etc a re oh lord of the world!,kanga_yashts
1741,do thou appoint adar yard my protector so that he may keep my life and body brilliant owing to his splendour also he may fulfil my wishes in every work successfully and may grant me delight in both the worlds i.e.,kanga_yashts
1742,he may grant happiness in this world and the abode of heaven in the world beyond.,kanga_yashts
1743,a oh lord of justice!,kanga_yashts
1744,do thou command van ardvisira banjo yard that she may keep my life shining and very cheerful.,kanga_yashts
1745,a a a oh lord of justice!,kanga_yashts
1746,do thou make meter dakar yard and the most just rash yard my care taker and show grace oh creator!,kanga_yashts
1747,do thou appoint horsed yard and may upon me at the china bridge.,kanga_yashts
1748,motor yard my guardian so that they may purify me through their light.,kanga_yashts
1749,a also you may do so that they may place joy and truthfulness in my heart and also they may keep me far away always from a also they may deliver me from every difficult task and keep defect and fault.,kanga_yashts
1750,me immune from anxiety and fear.,kanga_yashts
1751,dawn they may forgive my sins and release my soul from the fear of punishment.,kanga_yashts
1752,to me more boons a oh omnipotent lord!,kanga_yashts
1753,do thou command holy saros yard in such a way that he may render protection unto me like the guardian of a child.,kanga_yashts
1754,a that he may take care of me at every place and bestow upon me wisdom and sharp intellect.,kanga_yashts
1755,a also he may grant long life to those pertaining to my lineage to my children next of kin and to the members of my family.,kanga_yashts
1756,a may deliver my soul from anxiety and fear and may cause it reach the highest heaven with delight a a and that he may guard me in sleep at night and will grant a wisdom and intelligence in my heart.,kanga_yashts
1757,a oh lord of the world!,kanga_yashts
1758,do thou command gosh yard and a oh judge!,kanga_yashts
1759,do thou command ishtar yard that he may allot mino ram that they may always keep me in joy and pleasure.,kanga_yashts
1760,a a oh creator of the world!,kanga_yashts
1761,do thou command din izod that he may keep my heart steadfast on the zoroastrian religion a may grant me knowledge intelligence more than three does ice.,kanga_yashts
1762,get be pa meter and dae pa in who grant tan show mercy and grace upon me.,kanga_yashts
1763,them unto me and a a a and that he may keep watch over me for continuing me to remain permanently in good thought and that he may devote my heart to yacht and yazishn.,kanga_yashts
1764,a oh god!,kanga_yashts
1765,do thou command mino mar es pand that he may fulfil all my requirements and may ease of my difficulties a oh creator!,kanga_yashts
1766,do thou appoint both the ya zat as like assad yacht and zamia yacht my guardians a oh holy god!,kanga_yashts
1767,do thou command beam yard that he ma be my protector in the world a a oh lord of boons do thou cause mino asian and mino a and grant me help in every work and help me to come out anuran to reach my help for leading me in accordance with triumphantly from my difficulties ula a and also that he may always guide me towards the path of goodness and may vanquish my enemy.,kanga_yashts
1768,a oh lord!,kanga_yashts
1769,be comm a goad a arad that he may a oh lord the knower of every secret thing!,kanga_yashts
1770,do thou command to a the leaves of my sins i.e.,kanga_yashts
1771,he may wipe home yard that i may become the protector of the weak off all my sins a and that he may keep my faith pertaining to religion steadfast everywhere and keep me truthful and healthy.,kanga_yashts
1772,a do thou command bar yard or spam japan that he may take care of me in this world and that he may grant me holy and brilliant children and he may bestow upon my life and body strength and power.,kanga_yashts
1773,a oh lord!,kanga_yashts
1774,do thou make vacant yard my protector so that he may grant me much intelligence and wisdom.,kanga_yashts
1775,a oh judge and creator!,kanga_yashts
1776,do thou command data yard that he may fulfil all my hopes a do thou command sa ta vasa and haft aranga that they turn the enemy headlong down on the day of the battle.,kanga_yashts
1777,a oh god!,kanga_yashts
1778,do thou acknowledge the blessings of this thy humble servant in thy court and do thou accept his prayer made with entreaty for his sins,kanga_yashts
0,pray to him who wields the bow and arrow for the vindication of justice and possesses all the balms is the only source of bliss.,vedic_gathas
1,for the sake of beatitude worship rud ra serve him with salutes he is both the deva god of the hindus and the aura ahura god of the parsis rud ra is one he does not tolerate a second.,vedic_gathas
2,mazda alone is the adorable most marat marat constitutes the a sura hood divinity of all the divas be all the worlds know him and they give to varuna a attain that by conscience by rectitude and by love.,vedic_gathas
3,the name vedhas mazda.,vedic_gathas
4,by love distinct from mere obedience.,vedic_gathas
5,a be when in india vishnu approached indra for the sake of communion the greater one assimilated the great a one vedhas mazda won over the aryans of trisha bac tri a media and per si a and led the devotee to recti a him the bantu vaishya worships him the verbena eye of kshatriya and the andaman brahmin worship him thu i divas too worship.,vedic_gathas
6,in my mind there is naught but the a love of ahura mazda.,vedic_gathas
7,a through the concrete love of the friend the he the ahura lords it over the divas the authority of brother the father.,vedic_gathas
8,a a a oh ahura mazda you are the friend the brother and the father of them all.,vedic_gathas
9,a in ecstasy.,vedic_gathas
10,when shall mazda walk along with you and how will your ecstasy be mine tell me that i would discharge the duties of both the deva aha deva yas na and the pitch ana mazda yasna.,vedic_gathas
11,oh ahura now i dedicate this one to you.,vedic_gathas
12,then brahma bowed down to glorious hard medhas ahura~mazda and learnt from him the best religion with all its principles and secrets hard medhas ahura mazda is the soul of consciousness and the root of knowledge.,vedic_gathas
13,he is both personal and in personal and one who always views the world we bow a ea ripening to him.,vedic_gathas
14,rectitude is the greatest good.,vedic_gathas
15,the good does exist the good consists in this that rectitude should be for the sake of great rectitude.,vedic_gathas
16,virtue for the sake of virtue and not for the sake of anything else like pleasure fame etc is the end of life.,vedic_gathas
17,rectitude is the first step towards god realisation for in rectitude is the first manifestation of mazda.,vedic_gathas
18,just as god is to be adored so is the prophet and that by means of rectitude alone the prophet who is the upholder of a conscience for the sake of the deeds of life towards mazda and of a nonchalance in the cause of the lord and whom the lord appointed as the saviour of the pious.,vedic_gathas
19,the prophets the highest manifestation of ged.,vedic_gathas
20,by emulating him we can acquire godly virtues rectitude is the only means of serving god.,vedic_gathas
21,other deeds have only subsidiary value.. for rectitude two factors are necessary: a conscience to point out the duty a nonchalance to give the strength to stick to duty.,vedic_gathas
22,by inculcating these two root principles the prophet is saviour of mankind may the ame sha spent as sacred institutes accept the gathas.,vedic_gathas
23,salutation to the sacred gathas.,vedic_gathas
24,the ame sha spent as sacred institutes are the laws rand the stages of the spiritual life.,vedic_gathas
25,without knowing the meaning of the meshes it snot possible to understand the gathas.,vedic_gathas
26,the soul of the world wailed unto you wherefore did you create me?,vedic_gathas
27,who is it that fashioned me?,vedic_gathas
28,greed and violence oppress me insolence and rapine assail me i have no protector other than you.,vedic_gathas
29,so direct me toa safe shelter.,vedic_gathas
30,the problem of evil is the main problem of religion.,vedic_gathas
31,a god is kind why is there such misery in the world a if has not kind what is the good of worshipping him a the ga tha starts with this moot point ﻿the world were not narrow why is all this lamentation?,vedic_gathas
32,why does one become more bent with grief the longer he lives in the world then the creator of the world mazda asked asia rectitude where is thy prophet for the world who capable world fosterer and vigorous would sustain her always a whom do you intend as her lord as one who can thwart the violence of the wicked a the end of life is if pleasure is the only end then righteous ness has no place in the economy of life for righteousness a consists in resisting the temptations of pleasure.,vedic_gathas
33,so the a matter is referred to asia rectitude a virtue and vice cannot have the same consequences though the virtuous apparently suffer they are going nearer to mazda and would attain perfect happiness at the end.,vedic_gathas
34,only a prophet can induce this conviction and a a an enquiry is made about the prophet.,vedic_gathas
35,the problem of evilleads to the question as to what a re to him replied asia there is in the world not hero who is himself free from arrogance.,vedic_gathas
36,of them i know not one who can make the lowly great.,vedic_gathas
37,of these beings he is the real worthy to whom the call of duty reaches asia replies that there is.,vedic_gathas
38,no one perfectly righteous yet that is not a matter for utter despair.,vedic_gathas
39,for if one sincerely tries to walk in the path of duty that is enough to bring him redemption.,vedic_gathas
40,misery and pain do not sway him.,vedic_gathas
41,no one is free from fault: if one sticks to duty that's enough merit.,vedic_gathas
42,hereafter he ahura is the judge thereof.,vedic_gathas
43,let it be unto us as he wills heretofore he took orders from the king a thereafter he could give commands to the soldiers a mazdaalone is the most adorable.,vedic_gathas
44,whatever has been done heretofore by men and divas or will be done the source of all this however is in the gatha.,vedic_gathas
45,this risk also jays down the ultimate lesson of religion viz complete surrender to the will of god.,vedic_gathas
46,man is not left to his own resources alone.,vedic_gathas
47,we did not create ourselves and there is a wise judge at the head of the affairs of the world.,vedic_gathas
48,it is prudent to leave the matter of rectifying the wrongs to him and submit to his decision ethics leads to religion for mazda is the source of rectitude.,vedic_gathas
49,if man had not been made what he is if he had not been provided with conscience he would not have made any distinction between the right and the wrong there would not have been any course of duty for him just as there is none for the beasts so we must look to a the source and learn that mazda is the sole adorable rend my garment if you would.,vedic_gathas
50,there sone who he alone can rectify evil.,vedic_gathas
51,willow it.,vedic_gathas
52,if cannot count upon mazda sewing it it is better that i should give up all thoughts of mending and go about naked for my own efforts are ineffectual.,vedic_gathas
53,then so with out stretched hands invoking the grace of the lord my.,vedic_gathas
54,soul and that of the living world approached mazda with this request may there not be adversity for the honest nor prosperity for the dishonest.,vedic_gathas
55,virtue does not necessarily lead to adversity and vice does not necessarily bring in prosperity.,vedic_gathas
56,the worldly standard course of virtue.,vedic_gathas
57,even judged by there is no.,vedic_gathas
58,reason to give up the souls of rectitude and the world want to know what the real value of morality is in the scheme of the universe.,vedic_gathas
59,ga tha seeks to deepen this conviction in the final victory of virtue.,vedic_gathas
60,through the grace of mazda mazda does so ordain that out of evil comet good.,vedic_gathas
61,he who brings forth rose from the very midst of thorns is also able to turn the autumn into spring a aa lene a ceti thereupon ahura mazda surveying the world with insight or circumspection spoke there does not exist a single prince nor a prophet who lives for the sake of rectitude.,vedic_gathas
62,therefore indeed the creator has moulded you zarathustra for their progress and protection.,vedic_gathas
63,the busy world is apt to forget the most important lesson of life.,vedic_gathas
64,so merciful mazda sends prophets now and then to remind men of their highest destiny.,vedic_gathas
65,and athar yan zarathustra is the foremost of all the prophets he is the earliest of the aryan prophets being referred to ﻿the rigged as parse rama as the prophet who teaches the religion of ahura to the maghavats then ahura mazda in harmony with asia ii a the in a if rath the scripture for him the prophet salvation for the world.,vedic_gathas
66,and sacred laws for the saints but where a is that conscience which alone can impart all these things to the mortals a bring salvation to mankind.,vedic_gathas
67,but unless man has the goodwill to accept the gospel it does not benefit him at all ga tha is the best of the scriptures where is there any other book which points out the end of life so lucidly and is thus the primal gospel a if a do not read these what else would i read a mazda gives to the prophet the scripture.,vedic_gathas
68,the scripture containing the lessons of the prophet is his main instrument.,vedic_gathas
69,it lays down the rules and regulations which he spiraea zarathustra is here known tome as one who alone listens to my directions he desires me mazda and rectitude.,vedic_gathas
70,this is why for preaching rectitude i have conferred on him the status of the prophet.,vedic_gathas
71,bhagavan zarathustra is the first and the foremost of ali the prophets he raised the jars voice of protest against a the divorce of morality and religion in the then current vedic religion.,vedic_gathas
72,he alone who is commissioned by mazda can lead a nation one should surrender himself completely to maha rate zarathustra even as moses did.,vedic_gathas
73,when this ancient one calls you submit to him.,vedic_gathas
74,for even moses took orders from khz zarathustra thereupon the soul of the world lamented: in this disaster when i long fora master hero alas that to would get only the feeble voice of an impotent man.,vedic_gathas
75,of when would he come he who can give metre protection of his able arms a to is not wisdom to attach too much importance to physical strength.,vedic_gathas
76,one who cannot control himself how can he control others they know not that it is the way of mazda to conquer without the help of the sword.,vedic_gathas
77,he kills without the sword i a changes the heart.,vedic_gathas
78,oh ahura do ye give to them all men as strength rectitude and nonchalance and also give such conscience as holds chooses security and peace.,vedic_gathas
79,may i too of mazda recognize you to be the highest object of knowledge not physical prowess but rectitude and nonchalance are the real source of strength.,vedic_gathas
80,so the soul of the world a a a need not wail.,vedic_gathas
81,one who possesses these two is stronger than an emperor an emperor succumbs to temptation saint does not.,vedic_gathas
82,strength of character enables the virtuous to prevail over the vicious at the last reckoning.,vedic_gathas
83,this san important risk it clearly states that mazda yas na a does not encourage asceticism.,vedic_gathas
84,family life need not prick against the conscience of a mazda on the other hand family life is active ne a greater scope for activity.,vedic_gathas
85,when would rectitude conscience and non chance come tome?,vedic_gathas
86,do thou oh mazda vouchsafe equity tor this great magma church oh ahura for our protection come speedily with thy graces the basis of rectitude is equity.,vedic_gathas
87,equal treatment to all.,vedic_gathas
88,do unto others what you would do unto yourself equity is the foundation of a corporate life a united church magma in the mirror one finds himself reflected over again.,vedic_gathas
89,a mag ha vat parsi should feel himself present in the brother maghavat.,vedic_gathas
90,trial element of mazda all the deeds of holy rectitude ate the duties inculcated by conscience so that i at indeed satisfy serve the soul of the world now saluting and with out spread hands i would first of all entreat for bliss which is the many es sen but bliss is the characteristic element of mazda.,vedic_gathas
91,man sometimes gets a glimpse of bliss.,vedic_gathas
92,he wishes to have it always and ever and it is his privilege to be able to enjoy perpetual bliss.,vedic_gathas
93,athar van zarathustra starts his gospel with the prayer for bliss the objective and consummation of human life.,vedic_gathas
94,man becomes more and more blissful as he approaches nearer and nearer to mazda.,vedic_gathas
95,this is possible through righteous deeds and service of mankind when he is attuned to mazda bliss never departs from how can sugar ever be devoid of sweetness a the saints are not only always joyful themselves but their very presence makes others joyous oh mazda to me who approach you through conscience grant the gain of both the selves of the tangible i a the lower self as well as of that which is the spiritual i a the higher self so that the aspirant may through rectitude persist in holiness.,vedic_gathas
96,recognition of two planes of consciousness mind and soul the introspect consciousness and the introspection a consciousness is the basis of religious philosophy.,vedic_gathas
97,mind a introspect consciousness is always the play thing of the two opposite forces of pleasure and pain.,vedic_gathas
98,the soul is above the reach of these two oppositecurrents.,vedic_gathas
99,thus it is ever delightful always satisfied in its status as the witness of the mind.,vedic_gathas
100,the first lesson that saint teaches tote disciple is to ask him to rise beyond the life of the mind to the life of the soul.,vedic_gathas
101,when one is well established in the life of the soul he can be as indifferent to the pleasures and pains of his own mind as he is to the pleasures and pains of a third person.,vedic_gathas
102,this is ha urva tat so often repeated in the gatha.,vedic_gathas
103,thus a knowledge of the two consciousness two a hus is called the path of delight or saba ga path of sufism or theosophy.,vedic_gathas
104,there are two self in you my friend one lofty as the high heaven and the other low ashe deep sea.,vedic_gathas
105,a towards me a who weave compose hymns wonderfully unto you oh rectitude unto conscience and unto ahura mazda because of all whom i a by whose grace faith develops unfailing nonchalance towards me do please come to my bliss.,vedic_gathas
106,a to is futile to expect delight except from mazda in until one believes that mazda really exists and that he is our greatest friend.,vedic_gathas
107,one gets peace only when he has known god.,vedic_gathas
108,a a who have by means of conscience well restored the a soul to its own abode the function of introspection and am aware of the benefits of the deeds of ahura mazda a shall so long as i may and can exhort for the pursuit of rectitude.,vedic_gathas
109,the soul is the witness self.,vedic_gathas
110,its proper function is tobe a witness i a to review the activities of the mind for when the mind a becomes perturbed by passions the soul is clouded it goes a to the background.,vedic_gathas
111,if the mind is cleansed of passions and becomes serene the soul emerges and resumes its function.,vedic_gathas
112,this is here stated to be the restoration of the soul to its own abode.,vedic_gathas
113,its a state of perfect peace and may be attained with the help of conscience by subduing the passions a it is an accepted truth that the seer is different from the seen.,vedic_gathas
114,the soul is different from the mind.,vedic_gathas
115,through oh rectitude when will i fe to find you and!,vedic_gathas
116,to know conscience and also devotlah which is the way to ahura mazda the most beneficent and when with this evangel we shall be able by our tongue to reclaim greatly the perverts rectitude conscience and godliness are the features that distinguish mankind from the animal world human being from nature.,vedic_gathas
117,a stranger in this world his true citizenship is in the ethical and ideal sphere and so let him dwell on these features in order to realise the dignity of man even the hooligans are amenable to the appeal of virtue and if the demand of rectitude is often repeated to them it would ultimately change their heart the gentle pen is more powerful than the sword come along with conscience and give us rectitude holding long life.,vedic_gathas
118,by your noble maxims mazda enthuse strongly zarathustra and these others as well so that we may smash the opposition of the enemy.,vedic_gathas
119,conscience is the first factor of the moral life.,vedic_gathas
120,through conscience mazda sustains the aspirant.,vedic_gathas
121,a conscientious virtuous man can convert the enemy into friend a be a hew the figure of a friend out of stone.,vedic_gathas
122,oh rectitude give us that excellence which is the reward of conscience.,vedic_gathas
123,oh faith grant to vistas and to myself our wish.,vedic_gathas
124,oh mazda you too do give and flourish those mantras which we hear lead to attainment god rea li stion a what we lack is an earnest desire for the vision of mazda.,vedic_gathas
125,if the desire were very strong in us it would have found out the means of achievement.,vedic_gathas
126,where there is a will there is a way a our primary task is to make the desire strong when you are really thirsty you water mazda is sure to give this one myself being at his best purity would realise you the best deity with rectitude the best faculty.,vedic_gathas
127,i becoming would worship ahura for manly fra sho sh tra and for me as well as for those to whom you consign conscience for all time.,vedic_gathas
128,mazda lies latent in every body.,vedic_gathas
129,the highest end of of human life is to realise him to make him real patent.,vedic_gathas
130,a this is to be done by means of rectitude.,vedic_gathas
131,the holier man becomes the fitter he becomes for the manifestation of mazda through him to others as well as for the vision of mazda by him with these lauds oh ahura mazda we would adore you and adore rectitude too and the best i.e.,vedic_gathas
132,social conscience as we flock to the congregation to praises you are the most adorable send us the firmness of love.,vedic_gathas
133,the strength of one becomes the strength of the rest.,vedic_gathas
134,each one becomes a cup bearer to the rest.,vedic_gathas
135,whom so you teach the law of rectitude and conscience to them you speedily make their wishes successful.,vedic_gathas
136,thus sol know you to be un deficient and elegant famed in glory.,vedic_gathas
137,a religious man is afraid of the burden of endless desires but mazda fulfils the few noble desires that a pious man happens to entertain.,vedic_gathas
138,so that i may thereby uphold rectitude and conscience for all time oh you mazda do teach me with your own words from the region of the many from phenomena a would come up to you noumenon asia a had been prior to the creation of life.,vedic_gathas
139,man attains primal peace when the illusion of the world ceases and he fixes his eye on the noumenon in the midst of phenomena this risk speaks of a stage which is prior to the play of the many i a prior to creation.,vedic_gathas
140,this status is known i as the brahma aspect of god which is transcendent and a impersonal god while the status after creation is known a as the sara aspect i a immanent and personal god.,vedic_gathas
141,we may speak of the former as the god of philosophy i a for conception alone and of the latter as the god of religion i a for worship as well.,vedic_gathas
142,they are not two entities two gods there is only one entity looked at from two different points of view a are creation and post creation.,vedic_gathas
143,belief in this entity brahma or sara is called in the ga tha am er eta tat for it teaches man the value of his a own life and points out to him his highest possibilities a according to all saints apostles and prophets this: faith a means permanent immortal peace.,vedic_gathas
144,the human soul is a immortal and so permanent peace is not an impossible ideal a the many are the many forces of a mazda.,vedic_gathas
145,they did not come into existence all ona sudden and out of a mere nothing.,vedic_gathas
146,they issued out of the transcendent status of mazda and therefore they belong to mazda.,vedic_gathas
147,that this transcendent status is also an aspect of mazda is made clear by the words cay toasts a i would go up to you freed from the clutch of the many the atheist may feel inclined to argue that the two \natural forces positive and negative spent a and a angry suffice to explain the process of creation aes to does then the theme of mazda come in at all.,vedic_gathas
148,argue in the words of jamal a there is no scope for mazda to enter it to the arena.,vedic_gathas
149,a he forgets that if there were not ahura mazda at the back ground holding together the two forces their opposite a be action would neutralise each other and the result would be a me zero.,vedic_gathas
150,there would not have been the universe and an atheist therein to question the existence of mazda ge a mazda is one and his energy force is one.,vedic_gathas
151,only it acts in two different ways it is called centripetal or centrifugal according as its field of activity is different.,vedic_gathas
152,or when it goes away from the centre it is called centrifugal and when it returns to the centre it is called centripetal.,vedic_gathas
153,the force that takes us away from mazda is angry the force that takes us back to mazda is spent a a the force is incessantly coming out of mazda and going back to him.,vedic_gathas
154,there are thus cross currents in even plane of existence and therefore the play of spent a and angry many in every walk of life.,vedic_gathas
155,when there is the loyalty of abraham in one pan of the scale there springs up the refractoriness of pharaoh in the other pan to counter balance it such is the way of the world.,vedic_gathas
156,but when one transcends a the worldly force and enters into the presence of mazda by overcoming desires with the help of kshathram a peace is re established as had been the original state of the soul when you attain unto colour lessness serenity that you originally possessed you will have no enemies pharaoh will make peace with moses a now i shall proclaim to those who have assembled here all that is to be learnt from mazda viz the hymns of the a lord the imperatives of conscience and what noble principled rectitude is which by its light reveals beatitude.,vedic_gathas
157,hear the best with your ears and discern by pure mind a choose the ought man by man every man for his own a self before the great trial comes wake up to this my counsel prophets can only instruct it is for us to follow.,vedic_gathas
158,it is better to think over the problem of life in cooler moments and thus equip oneself for facing the challenge of circumstances now there are those two primordial many guns a forces which are said to be co relative and co ordinate in thought word and deed one is the better one and the other is the bad.,vedic_gathas
159,of these two the wise choose the right one but not the fools the many have no independent existence.,vedic_gathas
160,they owe a their existence to mazda.,vedic_gathas
161,them as my many thus these who hold angry many to be the rival of mazda and on that account impute duality of god head to mazda yas na are entirely mistaken.,vedic_gathas
162,on account of their predilection for two guns and not two gods as the simpletons state the iranians were known as dualist for a eyen at the time of the rivera we find in the rivera when these two many guns came into contact they a created motion as well as inertia which ultimately in life a a i ae came to be the worst mind malignance in the vicious and the best mind conscience in the virtuous.,vedic_gathas
163,out of these two many guns the dishonest man chooses the worst acts whilst the holiest man chooses the righteous many who thus wears the hardest stone shield.,vedic_gathas
164,those who satisfy ahura by truthful deeds realise mazda.,vedic_gathas
165,the sage chooses the path of the right as against that of the pleasant and thus takes his stand on solid ground on eternal verity.,vedic_gathas
166,these two paths are quite distinct and katha upanishad simply reproduces the idea of this risk when it says i of them two the deva worshippers do not see aright as they proceed to worship by way of deification attribution of divinity to insignificant things because they choose the narrowest mentality they glide to infatuation foolish passions which is calculated to deflect the life of the mortals a bhagavan zarathustra here lays down the fundamental principle of his religion explaining as to why he differs from deva yas na the dey basis pay more attention to non essential matters making a fetish of every minor tite they idolize the medium and pay to rituals the devotion that is due to god.,vedic_gathas
167,those who pay more attention to little things miss the great things of life.,vedic_gathas
168,here we are asked not to suppose a thing to be what it is not not to place such value on a thing as it has not got not to consider any ceremonial as indispensable for the for ship of mazda ie not to make an idol of any ceremonial mazda alone and nothing else is our concern how long will you go on dallying with the shape of the jug?,vedic_gathas
169,leave the jug alone seek water.,vedic_gathas
170,it snot that deva yas na has got no value at all.,vedic_gathas
171,but the good is the enemy of the better and if we choose the good in preference to the better we can never reach our highest goal.,vedic_gathas
172,this is at least stagnation if not the beginning of the down ward march.,vedic_gathas
173,so jamal advises us not to be satisfied with the good but to adopt the better procedure.,vedic_gathas
174,to the other one he who does not take to deva yas na comes nonchalance conscience and rectitude and unflinching faith brings about corporation and solidarity.,vedic_gathas
175,such happens to them as is ie.,vedic_gathas
176,befits the metal with which he mazda had built them in the beginning.,vedic_gathas
177,the wise man pays attention to essential things non chance conscience rectitude faith and unity.,vedic_gathas
178,he thereby gets rid of affectation and reverts to simplicity which is the natural instinct of man.,vedic_gathas
179,rectitude is inborn to man it is in his build.,vedic_gathas
180,a and when frenzy goes out of the these sinners then a mazda with the help of conscience inspires in them non a chance ahura himself instructs them who give the evil up unto the hands of rectitude.,vedic_gathas
181,the sinner however is not lost for eyer.,vedic_gathas
182,as soon as he gets rid of his passion he develops conscience and nonchalance and thus opens himself up to the influence of mazda and is saved.,vedic_gathas
183,of ahura mazda may we be they who going to reno a date their life choose fraternity and rectitude.,vedic_gathas
184,for the mind turns towards the glimpse of the goal.,vedic_gathas
185,rectitude and fraternity are the outward signs of a renovated life.,vedic_gathas
186,renovation is called @ar in tantra literature when man is bor twice he plants his foot upon the head of all causes i a laws of nature a then forthwith happens the collapse of the inflation of the accursed devil and the purest ones are fastened to the cord of conscience they who strive for the good prizes of mazda and rectitude in his heart of hearts man detests falsehood and loves truth.,vedic_gathas
187,thus evil cannot hold him in bondage for ever.,vedic_gathas
188,this relieving feature is the seed of the collapse of the devil.,vedic_gathas
189,such collapse is bound to ensue since moral order or asa is the truth of the very structure of the universe.,vedic_gathas
190,even malice is rooted in love.,vedic_gathas
191,these two selves the lower and the higher self a that mazda assigned ye mortals stimulate right and a wrong respectively which awards misery to the dishonest and happiness to the honest yet by all these welfare evil is not wholly evil.,vedic_gathas
192,in tackling it the soul acquires moral strength ie.,vedic_gathas
193,competence for nearness to god this is the relieving feature of sin.,vedic_gathas
194,recollect with your mind a shall proclaim a message a a that has not been heard before.,vedic_gathas
195,it is the best for those a who on account of fiendish mentality devastate the regions of rectitude as well as the best for those who are devoted to mazda.,vedic_gathas
196,in order that thereby we may know firmly the way of the soul we flock you ahura as to a preceptor to learn.,vedic_gathas
197,mazda tell us how we may live in rectitude.,vedic_gathas
198,mazda is the only preceptor for all our worldly preceptors get their inspiration from him.,vedic_gathas
